report_loc,loccode,locName,Paid_docket,MR_gen,MR_gen_amt,MR_Close_money,MR_Close_money_amt,MR_not_Close,MR_not_Close_amt
NRHQ,DEL,DELHI,3,3,4476.00,0,0.00,3,4476.00
