DOCKNO,DOCKSF,DOCKDT,ORGNCD,DESTCD,DIPLOMAT,CDELDT,CSGNCD,CSGNNM,CSGNPIN,CSGNPHONE,CSGECD,CSGENM,CSGEPIN,CSGEPHONE,TRN_MOD,PKGSNO,PKGSTY,PRODCD,CFT_YN,CFT_LEN,CFT_WID,CFT_HET,CFT_TOTAL,CFT2KG,ACTUWT,CHRGWT,PAYBAS,FREIGHT,FOV,DKTCHG,CODCHG,DIPLOMATCHG,OTCHG,CESS,SVCTAX,FUELCHRG,DKTTOT,BACODE,INSUYN,INSUPL,INSUDT,INVOICE_NO,INVOICE_DT,DECLVAL,DECLCODAMT,CTR_NO,DOCUMENT_ENCL,SALETAXNO,PERMIT_NO,PER_VALID_UPTO,MODVAT_ENCL,MODVAT_NO,TOT_MODVAT,TOT_COVERS,DACC_YN,RUTCD,TOHUB_BR,DELAYBIL,BILL_NO,BL_TRNSFR,BKGPDCNO,DLYPDCNO,DKT_STATUS,APPROVED_YN,APPROVEDBY,ENTRYBY,DFlag_YN,RemQtyPckg,PTCAT,COMMIT_MODE,Service_Class,COD_DOD,CSGNADD,CSGEADD,DOCUPDTFLAG,spl_svc_req,PO_Number,Recd_Dept,Recd_Person,FRT_RATE,draft_YN,RemActuwt,Delv_BACODE,Old_DOCKNO,DKT_ACTFLAG,SOURCEHUB,DOC_CURLOC,REASSIGN_DESTCD,OLD_DOCKSF,TCNO,TCSF,THCNO,THCSF,C_CODE,ARRV_DT,DEP_DT,AWBILLNO,AWfltno,misroute_yn,csgecd_enter,csgenm_enter,ACTDIPLOMATCHG,OCTROI,DKT_ASSIGN,DKT_ASSIGN_EMPCD,CSGN_ASSIGN,CSGN_ASSIGN_EMPCD,MIS_ROUTE_DKT_BRNCH,MIS_ROUTE_CSGN_BRNCH,csgn_assign_flg,csgn_assign_flg_tohubbr,PaidMR,ToPayMR,ToPayBill,ToPayBillMR,OctroiMR,OctroiBill,OctroiBillMR,TBB_Bill,reassign_csgncd,trial_tbb,trial_tbb_bill,airbillno,airbillamt,airline_name,flightno,deptime_flight,dept_dt_flight,TRIAL_TBB_BILLMR,TBB_BILLMR,dmrg,FINCLOSEDT,OCT_FINCLOSEDT,dkt_dly,DKT_APPROVE,approve_by,rebook,baddebts,lying_code1,lying_date1,lying_code2,lying_date2,lying_code3,lying_date3,csge_sale,TopayBilling,act_diplomatFlag,srno,CSGECITY,CSGEEMAIL,CSGNCITY,CSGNEMAIL,POD_File,DOCKDT_Entry,DKTRANDOM_NO,DOCKET_MODE,RATE_TYPE,DACC_CHRG,pkgsno_dly,pkgsno_pending,PDCUPDT_ATTEMPT,billstatus,podhocleardate,csge_comment,cleared_at,arrived_YN,detail_YN,dely_dt,pod_dt,pod_currlevel,pod_currloccd,pod_destloccd,pod_fwdloccd,pod_prevloccd,pod_recvd_dt,pod_fwd_dt,pod_srno,pod_status,FREIGHT_CALC,OLD_CSGNCD,OLD_CSGNNM,OLD_CSGECD,OLD_CSGENM,OLD_ENTRYBY,airchrgwt,dly_loc,fov_per,DKT_CANCEL,dkt_cancel_on,dkt_cancel_by,PARTY_CODE,tohub_dest_reassigndt,PDCDT_ATTEMPT,BKG_COST,THC1_COST,THC2_COST,THC3_COST,THC4_COST,THC5_COST,DLY_COST,PDC_LS_YN,PDC_LSNO,ACT_PKGSNO,ARRV_PKGSNO,SFD_PKGSNO,DELIVERED_PKGSNO,RETURNED_PKGSNO,STOCK_PKGSNO,pod_closeYN,pod_csgncd,tmp_dlypdcno,old_csgepin,old_csgephone,old_csgeadd,old_csgecity,old_csgeemail,old_paybas,old_otchg,unloadchgs,old_unloadchgs,old_party_code,addl_diplomatchgs,demchgs,old_addl_diplomatchgs,old_demchgs,dockchng_updtby,dockchng_updton,dkt_detain,dkt_detain_reason,dkt_detain_on,dkt_detain_by,dkt_detain_remove_reason,dkt_detain_remove_on,dkt_detain_remove_by,godown_id,detain_no_days,sms_YN,bill_type,detain_reason,Detain_YN,stax_paidby,stax_regno,pickup_godown_yn,dely_godown_yn,pickup_door_yn,dely_door_yn,ftl_types,DCCharge,DDCharge,MathadiCharge,StatisticalCharge,RiskCharge,FODCharge,fincmplbr,Vendor_Type,detained_at,DocketType,hld_chrg,state_chrg,hld_dlychrg,nform_chrg,Contract_Party,UGC,Pkg1,Pkg2,Godown2,Pkg3,Godown3,Pkg4,Godown4,Pkg5,Godown5,Flag_ReAssign_Location,Date_ReAssign_Location,Flag_ReAssign_PayBasis,Date_ReAssign_PayBasis,LastEditDate,LastEditBy,LastModeAtEdit,CODCollected,CODNo,Docket_Status,Party,MR_GEN,MRSNO,MRSDT,MRtype,billno,bgndt,Billsubbrcd,BillColbrcd,Vend_cd,consignor,consignee,DelyLoction,docket
638284,.,7/24/2007 12:00:00 AM,BLR,MUM,N,7/27/2007 12:00:00 AM,G009231,TECHER POWER SOLUTION PVT LTD (BLR),,,8888,THE MANAGER STATE BANK OF INDIA,410206,,2,25,G01,,N,0.00,0.00,0.00,0.00,0.0,800.0,800.0,P02,3600,489,100,0,0,0,0,0,0,4189,V00726    ,N,,,,,244420,0,638284.,N,,,,N,,0,0,N,S0025,THW,N,,N,PSBLR03387,,OK,N,,P1023,N,0,X,,1,N,,PANVEL BRANCH M G ROAD,N,,,,,4.50,Y,0.0,,,A,,BLR,MUM,,MFBLR05521,.,THBLR02409,.,,,,,,N,,,0.00,,N,,N,,,,N,N,N,N,N,N,N,N,N,N,,N,N,,,,,,,N,N,0.00,,,N,N,,N,,,,,,,,,N,N,203609,MUMBAI,,,,,7/24/2007 9:42:00 PM,BLR7/24/200721:42-P1023,F,,0,,,,UnCleared,,,,,,,,,,,,,,,,F,3600.00,,,,,,,,,N,,,G009231,,,0.00,,,,,,,N,,,,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,N,,,,Billing Party,,N,N,Y,Y,,0,0,0,0,0,0,HOO,x  ,, ,0.00,0.00,0.00,0.00,,N,0,0,,0,,0,,0,,,,,,,,,0,,,G009231,N,,,,,,,,,8888 : THE MANAGER STATE BANK OF INDIA,G009231 : TECHER POWER SOLUTION PVT LTD (BLR),Nerul,638284.
632583,.,7/24/2007 12:00:00 AM,BLR,KLP,N,7/26/2007 12:00:00 AM,W00050185,PERMA WELD (BLR),,,8888,RAYMOND ZAMBAITI PVT LTD,,,2,1,G18,,N,0.00,0.00,0.00,0.00,0.0,10.0,10.0,P02,150,0,100,0,0,0,0,0,0,250,V00040    ,N,,,,,12622,0,632583.,N,,,,N,,0,0,N,S0025,KLP,N,,N,PSBLR03386,,OK,N,,P1023,N,0,X,,1,N,,KOLHAPUR,N,,,,,5.00,Y,0.0,,,A,,BLR,KLP,,MFBLR05519,.,THBLR02409,.,,,,,,N,,,0.00,,N,,N,,,,N,N,N,N,N,N,N,N,N,N,,N,N,,,,,,,N,N,0.00,,,N,N,,N,,,,,,,,,N,N,203572,KOLHAPUR,,,,,7/24/2007 8:37:00 PM,BLR7/24/200720:37-P1023,F,,0,,,,UnCleared,,,,,,,,,,,,,,,,F,50.00,,,,,,,,,N,,,W00050185,,,0.00,,,,,,,N,,,,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,N,,,,Billing Party,,N,N,Y,Y,,0,0,0,0,0,0,HOO,x  ,, ,0.00,0.00,0.00,0.00,,N,0,0,,0,,0,,0,,,,,,,,,0,,,W00050185,N,,,,,,,,,8888 : RAYMOND ZAMBAITI PVT LTD,W00050185 : PERMA WELD (BLR),Kolhapur,632583.
632584,.,7/24/2007 12:00:00 AM,BLR,AMD,N,7/27/2007 12:00:00 AM,8888,NISIKI TECHNOLOGIES PVT LTD,560010,08023371392,8888,NATIONAL POWER TOOL,382330,,2,2,G01,,N,0.00,0.00,0.00,0.00,0.0,35.0,35.0,P03,350,0,0,0,0,0,0,0,0,350,V00040    ,N,,,,,26399,0,632584.,N,,,,N,,0,0,N,S0025,THW,N,,N,PSBLR03386,,OK,N,,P1023,N,0,X,,1,N,BANGALORE,AHMEDABAD,N,,,,,0.00,Y,0.0,,,A,,BLR,AMD,,MFBLR05521,.,THBLR02409,.,,,,,,N,,,0.00,,N,,N,,,,N,N,N,N,N,N,N,N,N,N,,N,N,,,,,,,N,N,0.00,,,N,N,,N,,,,,,,,,N,N,203573,AHMEDABAD,,BANGALORE,,,7/24/2007 8:37:00 PM,BLR7/24/200720:37-P1023,F,,0,,,,UnCleared,,,,,,,,,,,,,,,,F,0.00,,,,,,,,,N,,,,,,0.00,,,,,,,N,,,,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,N,,,,Consignee,,N,N,Y,Y,,0,0,0,0,0,0,HOO,x  ,, ,0.00,0.00,0.00,0.00,,N,0,0,,0,,0,,0,,,,,,,,,0,,,8888,N,,,,,,,,,8888 : NATIONAL POWER TOOL,8888 : NISIKI TECHNOLOGIES PVT LTD,ASLALI,632584.
638289,.,7/24/2007 12:00:00 AM,BLR,MUM,N,7/27/2007 12:00:00 AM,G009105,KASHI PRECESION COMPONENTS (PEENYA),,,8888,TANAY INDUSTRIES,,,2,8,G01,,N,0.00,0.00,0.00,0.00,0.0,120.0,120.0,P02,600,28,0,0,0,0,0,0,0,838,V00726    ,N,,,,,14000,0,638289.,N,,,,N,,0,0,N,S0025,THW,N,,N,PSBLR03387,,OK,N,,P1023,N,0,X,,1,N,,MUMBAI,N,,,,,5.00,Y,0.0,,,A,,BLR,MUM,,MFBLR05521,.,THBLR02409,.,,,,,,N,,,0.00,,N,,N,,,,N,N,N,N,N,N,N,N,N,N,,N,N,,,,,,,N,N,0.00,,,N,N,,N,,,,,,,,,N,N,203614,MUMBAI,,,,,7/24/2007 9:42:00 PM,BLR7/24/200721:42-P1023,F,,0,,,,UnCleared,,,,,,,,,,,,,,,,F,600.00,,,,,,,,,N,,,G009105,,,0.00,,,,,,,N,,,,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,N,,,,Billing Party,,N,N,Y,Y,,0,180,0,30,0,0,HOO,x  ,, ,0.00,0.00,0.00,0.00,,N,0,0,,0,,0,,0,,,,,,,,,0,,,G009105,N,,,,,,,,,8888 : TANAY INDUSTRIES,G009105 : KASHI PRECESION COMPONENTS (PEENYA),Nerul,638289.
638290,.,7/24/2007 12:00:00 AM,BLR,WLJ,N,7/27/2007 12:00:00 AM,G009105,KASHI PRECESION COMPONENTS (PEENYA),,,8888,TANAY INDUSTRIES,,,2,6,G01,,N,0.00,0.00,0.00,0.00,0.0,90.0,90.0,P02,360,44,0,0,0,0,0,0,0,614,V00726    ,N,,,,,21765,0,638290.,N,,,,N,,0,0,N,S0025,THW,N,,N,PSBLR03387,,OK,N,,P1023,N,0,X,,1,N,,WALUJ,N,,,,,4.00,Y,0.0,,,A,,BLR,WLJ,,MFBLR05521,.,THBLR02409,.,,,,,,N,,,0.00,,N,,N,,,,N,N,N,N,N,N,N,N,N,N,,N,N,,,,,,,N,N,0.00,,,N,N,,N,,,,,,,,,N,N,203613,WALUJ,,,,,7/24/2007 9:42:00 PM,BLR7/24/200721:42-P1023,F,,0,,,,UnCleared,,,,,,,,,,,,,,,,F,360.00,,,,,,,,,N,,,G009105,,,0.00,,,,,,,N,,,,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,N,,,,Billing Party,,N,Y,Y,N,,0,180,0,30,0,0,HOO,x  ,, ,0.00,0.00,0.00,0.00,,N,0,0,,0,,0,,0,,,,,,,,,0,,,G009105,N,,,,,,,,,8888 : TANAY INDUSTRIES,G009105 : KASHI PRECESION COMPONENTS (PEENYA),Waluj       (Aurangabad),638290.
638285,.,7/24/2007 12:00:00 AM,BLR,THW,N,7/26/2007 12:00:00 AM,W00050003,MONARCH SELF ADHESIVE TAPES & FOAMS (I) PVT LTD,,,8888,MONARCH SELF ADHESIVE TAPES & FOAMS INDIA PVT LTD,,,2,5,G01,,N,0.00,0.00,0.00,0.00,0.0,85.0,85.0,P02,340,55,0,0,0,0,0,0,0,425,V00726    ,N,,,,,27932,0,638285.,N,,,,N,,0,0,N,S0025,THW,N,,N,PSBLR03387,,OK,N,,P1023,N,0,X,,1,N,,PUNE,N,,,,,0.00,Y,0.0,,,A,,BLR,THW,,MFBLR05520,.,THBLR02409,.,,,,,,N,,,0.00,,N,,N,,,,N,N,N,N,N,N,N,N,N,N,,N,N,,,,,,,N,N,0.00,,,N,N,,N,,,,,,,,,N,N,203610,PUNE,,,,,7/24/2007 9:42:00 PM,BLR7/24/200721:42-P1023,F,,0,,,,UnCleared,,,,,,,,,,,,,,,,F,0.00,,,,,,,,,N,,,W00050003,,,0.00,,,,,,,N,,,,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,N,,,,Billing Party,,N,Y,Y,N,,0,0,0,30,0,0,HOO,x  ,, ,0.00,0.00,0.00,0.00,,N,0,0,,0,,0,,0,,,,,,,,,0,,,W00050003,N,,,,,,,,,8888 : MONARCH SELF ADHESIVE TAPES & FOAMS INDIA PVT LTD,W00050003 : MONARCH SELF ADHESIVE TAPES & FOAMS (I) PVT LTD,Tathawade,638285.
638337,.,7/24/2007 12:00:00 AM,BLR,THW,N,7/26/2007 12:00:00 AM,W00050184,QUICLOCK PVT LTD,,,8888,SANSERA ENGINEERING PVT LTD,410501,,2,1,G01,,N,0.00,0.00,0.00,0.00,0.0,1.0,10.0,P02,50,0,50,0,0,0,0,0,0,130,V00040    ,N,,,,,9538,0,638337.,N,,,,N,,0,0,N,S0025,THW,N,,N,PSBLR03384,,OK,N,,P1023,N,0,X,,1,N,,PUNE,N,,,,,5.00,Y,0.0,,,A,,BLR,THW,,MFBLR05520,.,THBLR02409,.,,,,,,N,,,0.00,,N,,N,,,,N,N,N,N,N,N,N,N,N,N,,N,N,,,,,,,N,N,0.00,,,N,N,,N,,,,,,,,,N,N,203681,PUNE,,,,,7/24/2007 10:58:00 PM,BLR7/24/200722:57-P1023,F,,0,,,,UnCleared,,,,,,,,,,,,,,,,F,50.00,,,,,,,,,N,,,W00050184,,,0.00,,,,,,,N,,,,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,N,,,,Billing Party,,N,N,Y,Y,,0,0,0,30,0,0,HOO,x  ,, ,0.00,0.00,0.00,0.00,,N,0,0,,0,,0,,0,,,,,,,,,0,,,W00050184,N,,,,,,,,,8888 : SANSERA ENGINEERING PVT LTD,W00050184 : QUICLOCK PVT LTD,Tathawade,638337.
638338,.,7/24/2007 12:00:00 AM,BLR,THW,N,7/26/2007 12:00:00 AM,W00050184,QUICLOCK PVT LTD,,,8888,RAJ MECHATRONIX PVT LTD,411014,,2,1,G18,,N,0.00,0.00,0.00,0.00,0.0,40.0,40.0,P02,200,0,50,0,0,0,0,0,0,280,V00040    ,N,,,,,49543,0,638338.,N,,,,N,,0,0,N,S0025,THW,N,,N,PSBLR03384,,OK,N,,P1023,N,0,X,,1,N,,PUNE NAGAR ROAD,N,,,,,5.00,Y,0.0,,,A,,BLR,THW,,MFBLR05520,.,THBLR02409,.,,,,,,N,,,0.00,,N,,N,,,,N,N,N,N,N,N,N,N,N,N,,N,N,,,,,,,N,N,0.00,,,N,N,,N,,,,,,,,,N,N,203682,PUNE,,,,,7/24/2007 10:58:00 PM,BLR7/24/200722:57-P1023,F,,0,,,,UnCleared,,,,,,,,,,,,,,,,F,200.00,,,,,,,,,N,,,W00050184,,,0.00,,,,,,,N,,,,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,N,,,,Billing Party,,N,N,Y,Y,,0,0,0,30,0,0,HOO,x  ,, ,0.00,0.00,0.00,0.00,,N,0,0,,0,,0,,0,,,,,,,,,0,,,W00050184,N,,,,,,,,,8888 : RAJ MECHATRONIX PVT LTD,W00050184 : QUICLOCK PVT LTD,Tathawade,638338.
638374,.,7/24/2007 12:00:00 AM,BLR,THW,N,7/26/2007 12:00:00 AM,8888,ADVANCE ENGINEERING CORPORATION,560004,08041325090,8888,SOBHA DEVELOPERS LTD,411057,,2,3,G18,,N,0.00,0.00,0.00,0.00,0.0,344.0,345.0,P01,1380,155,150,0,0,0,0,0,0,1815,V00040    ,N,,,,,77349,0,638374.,N,,,,N,,0,0,N,S0025,THW,N,,N,PSBLR03384,,OK,N,,P1023,N,0,X,,1,N,BANGALORE,HINJEWADI,N,,,,,0.00,Y,0.0,,,A,,BLR,THW,,MFBLR05520,.,THBLR02409,.,,,,,,N,,,0.00,,N,,N,,,,N,N,Y,N,N,N,N,N,N,N,,N,N,,,,,,,N,N,0.00,,,N,N,,N,,,,,,,,,N,N,203667,PUNE,,BANGALORE,,,7/24/2007 10:36:00 PM,BLR7/24/200722:36-P1023,F,,0,,,,UnCleared,,,,,,,,,,,,,,,,F,0.00,,,,,,,,,N,,,,,,0.00,,,,,,,N,,,,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,N,,,,Consignor,,N,N,Y,Y,,0,100,0,30,0,0,HOO,x  ,, ,0.00,0.00,0.00,0.00,,N,0,0,,0,,0,,0,,,,,,,,,0,,,8888,Y,MRBLR07991,7/24/2007 12:00:00 AM,1,,,,,,8888 : SOBHA DEVELOPERS LTD,8888 : ADVANCE ENGINEERING CORPORATION,Tathawade,638374.
638375,.,7/24/2007 12:00:00 AM,BLR,GOA,N,7/27/2007 12:00:00 AM,8888,AMARA RAJA BATTERIES LTD,560023,,8888,AMARA RAJA BATTERIES LTD,403722,,2,50,G01,,N,0.00,0.00,0.00,0.00,0.0,450.0,450.0,P03,1800,0,150,0,0,0,0,0,0,1980,V00040    ,N,,,,,69305,0,638375.,N,,,,N,,0,0,N,S0025,KLP,N,,N,PSBLR03384,,OK,N,,P1023,N,0,X,,1,N,BANGALORE,GOA,N,,,,,0.00,Y,0.0,,,A,,BLR,GOA,,MFBLR05519,.,THBLR02409,.,,,,,,N,,,0.00,,N,,N,,,,N,N,N,N,N,N,N,N,N,N,,N,N,,,,,,,N,N,0.00,,,N,N,,N,,,,,,,,,N,N,203680,GOA,,BANGALORE,,,7/24/2007 10:58:00 PM,BLR7/24/200722:57-P1023,F,,0,,,,UnCleared,,,,,,,,,,,,,,,,F,0.00,,,,,,,,,N,,,,,,0.00,,,,,,,N,,,,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,N,,,,Consignee,,N,N,Y,Y,,0,0,0,30,0,0,HOO,x  ,, ,0.00,0.00,0.00,0.00,,N,0,0,,0,,0,,0,,,,,,,,,0,,,8888,N,,,,,,,,,8888 : AMARA RAJA BATTERIES LTD,8888 : AMARA RAJA BATTERIES LTD,Goa,638375.
638428,.,7/24/2007 12:00:00 AM,BLR,ANR,N,7/27/2007 12:00:00 AM,8888,SCIENTECH SERVICES,560068,08025730691,8888,UNITED METALLURGIEELES,414111,,2,2,G18,,N,0.00,0.00,0.00,0.00,0.0,87.0,120.0,P03,600,0,150,0,0,0,0,0,0,780,V00040    ,N,,,,,1,0,638428.,N,,,,N,,0,0,N,,THW,N,,N,PSBLR03388,,OK,N,,P1023,N,0,X,,1,N,BOMMASANDRA,AHMEDNAGAR,N,,,,,0.00,N,,,,A,,BLR,ANR,,,.,,.,,,,,,N,,,0.00,,N,,N,,,,N,N,N,N,N,N,N,N,N,N,,N,N,,,,,,,N,N,0.00,,,N,N,,N,,,,,,,,,N,N,203722,AHMEDNAGAR,,BANGALORE,,,7/25/2007 6:20:00 AM,BLR7/25/200706:20-P1023,F,,0,,,,UnCleared,,,,,,,,,,,,,,,,F,0.00,,,,,,,,,N,,,,,,0.00,,,,,,,N,,,,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,N,,,,Consignee,,N,N,Y,Y,,0,0,0,30,0,0,HOO,x  ,, ,0.00,0.00,0.00,0.00,,,0,0,,0,,0,,0,,,,,,,,,0,,,8888,N,,,,,,,,,8888 : UNITED METALLURGIEELES,8888 : SCIENTECH SERVICES,Ahmednagar,638428.
638376,.,7/24/2007 12:00:00 AM,BLR,THW,N,7/26/2007 12:00:00 AM,W00050071,VIJAY AIR CONTROL (BLR),,,8888,VIJAY AIR CONTROL,,,2,7,G01,,N,0.00,0.00,0.00,0.00,0.0,105.0,105.0,P02,420,9,100,0,0,0,0,0,0,529,V00040    ,N,,,,,4593,0,638376.,N,,,,N,,0,0,N,S0025,THW,N,,N,PSBLR03384,,OK,N,,P1023,N,0,X,,1,N,,PIPMRI,N,,,,,4.00,Y,0.0,,,A,,BLR,THW,,MFBLR05520,.,THBLR02409,.,,,,,,N,,,0.00,,N,,N,,,,N,N,N,N,N,N,N,N,N,N,,N,N,,,,,,,N,N,0.00,,,N,N,,N,,,,,,,,,N,N,203679,PUNE,,,,,7/24/2007 10:58:00 PM,BLR7/24/200722:57-P1023,F,,0,,,,UnCleared,,,,,,,,,,,,,,,,F,420.00,,,,,,,,,N,,,W00050071,,,0.00,,,,,,,N,,,,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,N,,,,Billing Party,,N,N,Y,Y,,0,0,0,0,0,0,HOO,x  ,, ,0.00,0.00,0.00,0.00,,N,0,0,,0,,0,,0,,,,,,,,,0,,,W00050071,N,,,,,,,,,8888 : VIJAY AIR CONTROL,W00050071 : VIJAY AIR CONTROL (BLR),Tathawade,638376.
638451,.,7/24/2007 12:00:00 AM,BLR,GOA,N,7/27/2007 12:00:00 AM,8888,IFB INDUSTRIES,560048,,8888,IFB INDUSTRIES LTD,,,2,7,G01,,N,0.00,0.00,0.00,0.00,0.0,75.0,75.0,P03,300,0,150,0,0,0,0,0,0,480,V00040    ,N,,,,,158585,0,638451.,N,,,,N,,0,0,N,S0025,KLP,N,,N,PSBLR03385,,OK,N,,P1023,N,0,X,,1,N,WHITEFIELD,VERNA,N,,,,,0.00,Y,0.0,,,A,,BLR,GOA,,MFBLR05519,.,THBLR02409,.,,,,,,N,,,0.00,,N,,N,,,,N,N,N,N,N,N,N,N,N,N,,N,N,,,,,,,N,N,0.00,,,N,N,,N,,,,,,,,,N,N,203659,GOA,,BANGALORE,,,7/24/2007 10:32:00 PM,BLR7/24/200722:31-P1023,F,,0,,,,UnCleared,,,,,,,,,,,,,,,,F,0.00,,,,,,,,,N,,,,,,0.00,,,,,,,N,,,,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,N,,,,Consignee,,N,N,Y,Y,,0,0,0,30,0,0,HOO,x  ,, ,0.00,0.00,0.00,0.00,,N,0,0,,0,,0,,0,,,,,,,,,0,,,8888,N,,,,,,,,,8888 : IFB INDUSTRIES LTD,8888 : IFB INDUSTRIES,Goa,638451.
638286,.,7/24/2007 12:00:00 AM,BLR,STR,N,7/26/2007 12:00:00 AM,8888,MONARCH SELF ADHESIVE TAPES & FOAMS INDIA PVT LTD,,,8888,BARTAKKE ELECTROFAB PVT LTD,415004,,2,4,G01,,N,0.00,0.00,0.00,0.00,0.0,80.0,80.0,P03,320,38,0,0,0,0,0,0,0,388,V00726    ,N,,,,,19427,0,638286.,N,,,,N,,0,0,N,S0025,STR,N,,N,PSBLR03387,,OK,N,,P1023,N,0,X,,1,N,PEENYA,SATARA,N,,,,,0.00,Y,0.0,,,A,,BLR,STR,,MFBLR05518,.,THBLR02409,.,,,,,,N,,,0.00,,N,,N,,,,N,N,N,N,N,N,N,N,N,N,,N,N,,,,,,,N,N,0.00,,,N,N,,N,,,,,,,,,N,N,203640,SATARA,,BANGALORE,,,7/24/2007 10:07:00 PM,BLR7/24/200722:06-P1023,F,,0,,,,UnCleared,,,,,,,,,,,,,,,,F,0.00,,,,,,,,,N,,,,,,0.00,,,,,,,N,,,,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,N,,,,Consignee,,N,Y,Y,N,,0,0,0,30,0,0,HOO,x  ,, ,0.00,0.00,0.00,0.00,,N,0,0,,0,,0,,0,,,,,,,,,0,,,8888,N,,,,,,,,,8888 : BARTAKKE ELECTROFAB PVT LTD,8888 : MONARCH SELF ADHESIVE TAPES & FOAMS INDIA PVT LTD,Satara,638286.
638429,.,7/24/2007 12:00:00 AM,BLR,MUM,N,7/27/2007 12:00:00 AM,W00050266,INCOWAX PRIVATE LTD (BLR),,,8888,THE PAPER PRODUCTS LTD,400601,02225343691,2,1,G16,,N,0.00,0.00,0.00,0.00,0.0,20.0,20.0,P02,240,11,80,0,0,0,0,0,0,361,V00040    ,N,,,,,5519,0,638429.,N,,,,N,,0,0,N,,THW,N,,N,PSBLR03388,,OK,N,,P1023,N,0,X,,1,N,,THANE,N,,,,,5.00,N,,,,A,,BLR,MUM,,,.,,.,,,,,,N,,,0.00,,N,,N,,,,N,N,N,N,N,N,N,N,N,N,,N,N,,,,,,,N,N,0.00,,,N,N,,N,,,,,,,,,N,N,203721,MUMBAI,,,,,7/25/2007 6:20:00 AM,BLR7/25/200706:20-P1023,F,,0,,,,UnCleared,,,,,,,,,,,,,,,,F,100.00,,,,,,,,,N,,,W00050266,,,0.00,,,,,,,N,,,,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,N,,,,Billing Party,,N,N,Y,Y,,0,0,0,30,0,0,HOO,x  ,, ,0.00,0.00,0.00,0.00,,,0,0,,0,,0,,0,,,,,,,,,0,,,W00050266,N,,,,,,,,,8888 : THE PAPER PRODUCTS LTD,W00050266 : INCOWAX PRIVATE LTD (BLR),Nerul,638429.
638339,.,7/24/2007 12:00:00 AM,BLR,WLJ,N,7/27/2007 12:00:00 AM,8888,MALLYA ENTERPRISES,560070,08026760790,8888,CTR MFG PVT LTD,431210,,2,6,G01,,N,0.00,0.00,0.00,0.00,0.0,57.0,90.0,P03,360,0,100,0,0,0,0,0,0,490,V00040    ,N,,,,,29646,0,638339.,N,,,,N,,0,0,N,S0025,THW,N,,N,PSBLR03384,,OK,N,,P1023,N,0,X,,1,N,BANGALORE,AURANGABAD,N,,,,,0.00,Y,0.0,,,A,,BLR,WLJ,,MFBLR05521,.,THBLR02409,.,,,,,,N,,,0.00,,N,,N,,,,N,N,N,N,N,N,N,N,N,N,,N,N,,,,,,,N,N,0.00,,,N,N,,N,,,,,,,,,N,N,203678,AURANGABAD,,BANGALORE,,,7/24/2007 10:58:00 PM,BLR7/24/200722:57-P1023,F,,0,,,,UnCleared,,,,,,,,,,,,,,,,F,0.00,,,,,,,,,N,,,,,,0.00,,,,,,,N,,,,,,,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,N,,,,Consignee,,N,N,Y,Y,,0,0,0,30,0,0,HOO,x  ,, ,0.00,0.00,0.00,0.00,,N,0,0,,0,,0,,0,,,,,,,,,0,,,8888,N,,,,,,,,,8888 : CTR MFG PVT LTD,8888 : MALLYA ENTERPRISES,Waluj       (Aurangabad),638339.
